triple_id,protein_id,selection_id,expected_class,method,R_model_kcal_mol,decision,outcome
triple_078,q88jh5-pqq-la_model,q88jh5-pqq-la_model__envelope_12c9e6b669aeb9c8,Ca,threefold3p5,-405469.98936711106,Ca-supported,correct
triple_079,q88jh5-pqq-la_model,,Ca,envelope_mathematical,,unavailable,unavailable
triple_079,q88jh5-pqq-la_model,,Ca,envelope_operational,,unavailable,unavailable
triple_079,q88jh5-pqq-la_model,,Ca,envelope_origin,,unavailable,unavailable
triple_079,q88jh5-pqq-la_model,,Ca,released_static,,unavailable,unavailable
triple_079,q88jh5-pqq-la_model,,Ca,tenfold_precision,,unavailable,unavailable
triple_079,q88jh5-pqq-la_model,,Ca,tenfold_strict,,unavailable,unavailable
triple_079,q88jh5-pqq-la_model,,Ca,threefold3p5,,unavailable,unavailable
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_mathematical,-405441.3534626001,La-supported,correct
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_operational,-405441.3534626001,La-supported,correct
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_origin,-405442.30377688824,La-supported,correct
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,released_static,-405439.09694351634,La-supported,correct
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_precision,-405438.7412417061,La-supported,correct
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_strict,-405438.6749793669,La-supported,correct
triple_080,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,threefold3p5,-405438.23657246004,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_mathematical,-405439.75260605407,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_operational,-405439.75260605407,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_origin,-405439.523625904,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,released_static,-405436.28800721664,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_precision,-405436.9674168774,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_strict,-405436.9705730592,La-supported,correct
triple_081,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,threefold3p5,-405437.0513323586,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_mathematical,-405439.75260605407,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_operational,-405439.75260605407,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_origin,-405439.523625904,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,released_static,-405436.28800721664,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_precision,-405436.9674168774,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_strict,-405436.9705730592,La-supported,correct
triple_082,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,threefold3p5,-405437.0513323586,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_mathematical,-405441.3534626001,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_operational,-405441.3534626001,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,envelope_origin,-405442.30377688824,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,released_static,-405439.09694351634,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_precision,-405438.7412417061,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,tenfold_strict,-405438.6749793669,La-supported,correct
triple_083,q89gy2-pqq-la_model,q89gy2-pqq-la_model__envelope_d6071546219d9d9e,La,threefold3p5,-405437.6811396875,La-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_mathematical,-405481.9301744316,Ca-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_operational,-405481.9301744316,Ca-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_origin,-405492.8326380928,Ca-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,released_static,-405495.7163137585,Ca-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_precision,-405480.34554775286,Ca-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_strict,-405480.34412917355,Ca-supported,correct
triple_084,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,threefold3p5,-405485.3189027531,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_mathematical,-405481.73213013564,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_operational,-405481.73213013564,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_origin,-405492.14432667446,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,released_static,-405495.7163137585,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_precision,-405480.34554775286,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_strict,-405480.34412917355,Ca-supported,correct
triple_085,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,threefold3p5,-405485.3189027531,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_mathematical,-405481.73213013564,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_operational,-405481.73213013564,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_origin,-405492.14432667446,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,released_static,-405493.96486741287,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_precision,-405480.3257744906,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_strict,-405480.32343555073,Ca-supported,correct
triple_086,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,threefold3p5,-405483.8195914386,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_mathematical,-405481.9301744316,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_operational,-405481.9301744316,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,envelope_origin,-405492.8326380928,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,released_static,-405493.96486741287,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_precision,-405480.3257744906,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,tenfold_strict,-405480.32343555073,Ca-supported,correct
triple_087,q8gr64-pqq-la_model,q8gr64-pqq-la_model__envelope_0e84aa21f1346d1a,Ca,threefold3p5,-405483.0724446782,Ca-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_mathematical,-405432.47556782776,La-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_operational,-405432.47556782776,La-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_origin,-405436.1761731127,La-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,released_static,-405434.0985632278,La-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_precision,-405430.4773864062,La-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_strict,-405430.47706631804,La-supported,correct
triple_088,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,threefold3p5,-405430.25257141714,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_mathematical,-405432.47556782776,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_operational,-405432.47556782776,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_origin,-405436.1761731127,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,released_static,-405434.0985632278,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_precision,-405429.8046506713,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_strict,-405429.787320751,La-supported,correct
triple_089,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,threefold3p5,-405429.8046506713,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_mathematical,-405432.91026500997,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_operational,-405432.91026500997,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_origin,-405437.7185248083,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,released_static,-405434.14736613695,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_precision,-405430.4773864062,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_strict,-405430.47706631804,La-supported,correct
triple_090,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,threefold3p5,-405430.4773864062,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_mathematical,-405432.91026500997,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_operational,-405432.91026500997,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,envelope_origin,-405437.7185248083,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,released_static,-405434.14736613695,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_precision,-405429.8046506713,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,tenfold_strict,-405429.787320751,La-supported,correct
triple_091,q92wy9-pqq-la_model,q92wy9-pqq-la_model__envelope_95c60a681ae9e61a,La,threefold3p5,-405429.11512209417,La-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_mathematical,-405484.49874651263,Ca-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_operational,-405484.49874651263,Ca-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_origin,-405489.62791971135,Ca-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,released_static,-405489.4478354919,Ca-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_precision,-405483.5845613822,Ca-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_strict,-405483.5818818106,Ca-supported,correct
triple_092,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,threefold3p5,-405483.5845613822,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_mathematical,-405486.33339703636,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_operational,-405486.33339703636,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_origin,-405490.5189129632,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,released_static,-405490.57682975265,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_precision,-405484.2868211063,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_strict,-405484.28865914996,Ca-supported,correct
triple_093,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,threefold3p5,-405484.2868211063,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_mathematical,-405486.33339703636,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_operational,-405486.33339703636,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_origin,-405489.62791971135,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,released_static,-405489.4478354919,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_precision,-405484.2868211063,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_strict,-405484.28865914996,Ca-supported,correct
triple_094,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,threefold3p5,-405484.2868211063,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_mathematical,-405484.49874651263,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_operational,-405484.49874651263,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,envelope_origin,-405490.5189129632,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,released_static,-405490.57682975265,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_precision,-405483.5845613822,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,tenfold_strict,-405483.5818818106,Ca-supported,correct
triple_095,q9l935-pqq-la_model,q9l935-pqq-la_model__envelope_722cdd31821909e8,Ca,threefold3p5,-405483.5845613822,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_mathematical,-405476.4207961127,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_operational,-405476.4207961127,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_origin,-405479.34129336214,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,released_static,-405469.6848696391,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_precision,-405475.2469417841,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_strict,-405475.2483867697,Ca-supported,correct
triple_096,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,threefold3p5,-405475.2469417841,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_mathematical,-405475.56061235565,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_operational,-405475.56061235565,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_origin,-405478.6283397554,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,released_static,-405469.6848696391,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_precision,-405474.8430694105,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_strict,-405474.84352959075,Ca-supported,correct
triple_097,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,threefold3p5,-405474.8430694105,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_mathematical,-405475.56061235565,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_operational,-405475.56061235565,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_origin,-405478.6283397554,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,released_static,-405477.0637286686,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_precision,-405474.8430694105,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_strict,-405474.84352959075,Ca-supported,correct
triple_098,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,threefold3p5,-405474.8430694105,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_mathematical,-405476.4207961127,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_operational,-405476.4207961127,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,envelope_origin,-405479.34129336214,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,released_static,-405477.0637286686,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_precision,-405475.2469417841,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,tenfold_strict,-405475.2483867697,Ca-supported,correct
triple_099,q9z4j7-pqq-la_model,q9z4j7-pqq-la_model__envelope_5eba0c9b39ead1ee,Ca,threefold3p5,-405475.2469417841,Ca-supported,correct
