triple_id,protein_id,selection_id,expected_class,method,R_model_kcal_mol,decision,outcome
triple_024,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405451.8698602955,La-supported,correct
triple_024,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405457.50423368585,La-supported,correct
triple_024,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405452.23390774336,La-supported,correct
triple_024,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405452.23629611597,La-supported,correct
triple_024,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,threefold3p5,-405452.23390774336,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405444.86393897526,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405444.86393897526,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405447.47565564734,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405453.6711550984,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405445.1069581029,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405445.1072399564,La-supported,correct
triple_025,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,threefold3p5,-405445.1069581029,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405449.3636766567,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405449.3636766567,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405451.8698602955,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405453.6711550984,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405452.23390774336,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405452.23629611597,La-supported,correct
triple_026,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,threefold3p5,-405452.23390774336,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405444.86393897526,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405444.86393897526,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405447.47565564734,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405457.50423368585,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405445.1069581029,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405445.1072399564,La-supported,correct
triple_027,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,threefold3p5,-405445.1069581029,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405445.83703273936,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405445.83703273936,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405448.75116197846,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405445.3993688091,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405441.87836706295,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405441.89438462566,La-supported,correct
triple_028,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,threefold3p5,-405441.87836706295,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405444.470112471,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405444.470112471,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405445.2637130717,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405441.18170415063,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405441.721932989,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405441.7237451724,La-supported,correct
triple_029,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,threefold3p5,-405441.721932989,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405445.83703273936,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405445.83703273936,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405448.75116197846,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405445.3993688091,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405441.87836706295,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405441.89438462566,La-supported,correct
triple_030,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,threefold3p5,-405441.87836706295,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405444.470112471,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405444.470112471,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405445.2637130717,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405441.18170415063,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405441.721932989,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405441.7237451724,La-supported,correct
triple_031,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,threefold3p5,-405441.721932989,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405445.30297997344,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405445.30297997344,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405444.387465473,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405441.59978374036,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405443.6386130237,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405443.6383575457,La-supported,correct
triple_032,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,threefold3p5,-405442.08467899804,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405445.30297997344,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405445.30297997344,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405444.387465473,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405441.59978374036,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405441.7321152647,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405441.7285691534,La-supported,correct
triple_033,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,threefold3p5,-405442.08467899804,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405444.2234268725,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405444.2234268725,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405442.72114566347,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405439.51172363845,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405443.6386130237,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405443.6383575457,La-supported,correct
triple_034,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,threefold3p5,-405440.3240261863,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405444.2234268725,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405444.2234268725,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405442.72114566347,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405439.51172363845,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405441.7321152647,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405441.7285691534,La-supported,correct
triple_035,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,threefold3p5,-405440.3240261863,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_mathematical,-405441.59724507615,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_operational,-405441.59724507615,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_origin,-405443.08423018205,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,released_static,-405439.8522292391,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_precision,-405439.4369028724,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_strict,-405439.4364846185,La-supported,correct
triple_036,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,threefold3p5,-405439.4369028724,La-supported,correct
triple_037,mmol_1770-pqq-la_model,,La,envelope_mathematical,,unavailable,unavailable
triple_037,mmol_1770-pqq-la_model,,La,envelope_operational,,unavailable,unavailable
triple_037,mmol_1770-pqq-la_model,,La,envelope_origin,,unavailable,unavailable
triple_037,mmol_1770-pqq-la_model,,La,released_static,,unavailable,unavailable
triple_037,mmol_1770-pqq-la_model,,La,tenfold_precision,,unavailable,unavailable
triple_037,mmol_1770-pqq-la_model,,La,tenfold_strict,,unavailable,unavailable
triple_037,mmol_1770-pqq-la_model,,La,threefold3p5,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,envelope_mathematical,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,envelope_operational,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,envelope_origin,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,released_static,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,tenfold_precision,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,tenfold_strict,,unavailable,unavailable
triple_038,mmol_1770-pqq-la_model,,La,threefold3p5,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,envelope_mathematical,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,envelope_operational,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,envelope_origin,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,released_static,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,tenfold_precision,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,tenfold_strict,,unavailable,unavailable
triple_039,mmol_1770-pqq-la_model,,La,threefold3p5,,unavailable,unavailable
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405439.24878606916,La-supported,correct
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405439.24878606916,La-supported,correct
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405442.7120179116,La-supported,correct
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405449.13780646055,La-supported,correct
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405435.9366359115,La-supported,correct
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405435.93704209157,La-supported,correct
triple_040,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,threefold3p5,-405446.9696250431,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405437.7256154468,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405437.7256154468,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405442.29623527074,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405449.13780646055,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405434.7710092808,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405434.77084686066,La-supported,correct
triple_041,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,threefold3p5,-405446.9696250431,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405439.24878606916,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405439.24878606916,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405442.7120179116,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405438.33706382365,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405435.9366359115,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405435.93704209157,La-supported,correct
triple_042,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,threefold3p5,-405434.94839615276,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405437.7256154468,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405437.7256154468,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405442.29623527074,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405438.33706382365,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405434.7710092808,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405434.77084686066,La-supported,correct
triple_043,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,threefold3p5,-405434.94839615276,La-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405483.95945163467,Ca-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405483.95945163467,Ca-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405492.1206683089,Ca-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405493.2344845789,Ca-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405485.8347457233,Ca-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405485.8206513604,Ca-supported,correct
triple_044,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,threefold3p5,-405485.8347457233,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405483.95945163467,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405483.95945163467,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405492.1206683089,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405493.2344845789,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405485.8347457233,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405485.8206513604,Ca-supported,correct
triple_045,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,threefold3p5,-405485.8347457233,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405478.4063949303,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405478.4063949303,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405487.95644706185,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405490.068554902,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405480.2392241513,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405480.24050337577,Ca-supported,correct
triple_046,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,threefold3p5,-405480.2392241513,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405478.4063949303,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405478.4063949303,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405487.95644706185,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405490.068554902,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405480.2392241513,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405480.24050337577,Ca-supported,correct
triple_047,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,threefold3p5,-405480.2392241513,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405483.64561676566,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405483.64561676566,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405491.873574577,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405492.28069260286,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405482.8406819871,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405482.83972519514,Ca-supported,correct
triple_048,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,threefold3p5,-405482.8406819871,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_mathematical,-405480.9768066642,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_operational,-405480.9768066642,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_origin,-405490.32144178625,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,released_static,-405492.28069260286,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_precision,-405482.8406819871,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_strict,-405482.83972519514,Ca-supported,correct
triple_049,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,threefold3p5,-405481.64901576604,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405484.6677729792,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405484.6677729792,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405493.0400887498,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405492.8312325689,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405483.0846057281,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405483.1157164567,Ca-supported,correct
triple_050,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,threefold3p5,-405483.0846057281,Ca-supported,correct
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405484.6677729792,Ca-supported,correct
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405484.6677729792,Ca-supported,correct
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405493.0400887498,Ca-supported,correct
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405492.8312325689,Ca-supported,correct
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405483.0846057281,Ca-supported,correct
triple_051,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405483.1157164567,Ca-supported,correct
