case_id,protein_id,selection_id,expected_class,method,R_model_kcal_mol,decision,outcome
o24759-pqq-la_model__conditioned_La__seed-1_sample-0,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405492.92801162263,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-0,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405495.01727616007,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-0,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405487.41576949204,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-0,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405487.4143334517,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-1,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405483.95945163467,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-1,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405483.95945163467,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-1,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405492.1206683089,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-1,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405493.2344845789,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-1,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405485.8347457233,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-1,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405485.8206513604,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-2,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405478.4063949303,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-2,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405478.4063949303,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-2,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405487.95644706185,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-2,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405490.068554902,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-2,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405480.2392241513,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-2,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405480.24050337577,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-4,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405476.1809323564,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-4,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405476.1809323564,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-4,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_origin,-405486.66480087844,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-4,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,released_static,-405489.93269720866,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-4,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_precision,-405479.4639508127,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-4,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,tenfold_strict,-405479.46363098436,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405482.8315119327,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405482.8315119327,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405491.873574577,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405492.28069260286,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405481.36651132,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405481.3675885963,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405483.64561676566,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405483.64561676566,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405491.4342000031,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405490.48124063545,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405482.8406819871,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405482.83972519514,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-2,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405489.0003760614,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-2,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405489.0003760614,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-2,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405497.5490463822,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-2,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405498.1148333859,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-2,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405489.12289254117,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-2,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405489.13294561877,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_mathematical,-405480.44844799995,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_operational,-405480.44844799995,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_origin,-405490.32144178625,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,released_static,-405492.28069260286,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_precision,-405481.36651132,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-0,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_strict,-405481.3675885963,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_mathematical,-405480.9768066642,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_operational,-405480.9768066642,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_origin,-405489.2430914097,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,released_static,-405490.48124063545,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_precision,-405482.8406819871,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-1,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_strict,-405482.83972519514,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_mathematical,-405482.4002004575,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_operational,-405482.4002004575,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,envelope_origin,-405491.19901324186,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,released_static,-405492.8312325689,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_precision,-405483.0846057281,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_b5baf1616b3b63a4,Ca,tenfold_strict,-405483.1157164567,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_mathematical,-405484.6677729792,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_operational,-405484.6677729792,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,envelope_origin,-405493.0400887498,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,released_static,-405492.8312325689,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_precision,-405483.0846057281,Ca-supported,correct
p12293-pqq-la_model__conditioned_La__seed-1_sample-3,p12293-pqq-la_model,p12293-pqq-la_model__envelope_e88ef960dad9c35e,Ca,tenfold_strict,-405483.1157164567,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-0,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405478.59794646833,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-0,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405478.59794646833,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-0,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405486.36881047033,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-0,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.7776468762,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-0,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405487.22266625334,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-0,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405487.2223274861,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-1,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405486.17009834555,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-1,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405486.17009834555,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-1,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405493.52699197625,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-1,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.4154168153,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-1,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405486.7510556654,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-1,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405486.7563408451,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-3,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405476.1499281027,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-3,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405476.1499281027,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-3,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405484.59786407545,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-3,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405494.2910917315,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-3,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405485.8925768993,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-3,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405485.892719605,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-4,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405478.0154134574,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-4,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405478.0154134574,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-4,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405487.592176295,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-4,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405489.5682021796,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-4,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405479.5789410885,Ca-supported,correct
p15279-pqq-la_model__conditioned_La__seed-1_sample-4,p15279-pqq-la_model,p15279-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405479.5796746239,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-0,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405480.8218017159,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-0,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405480.8218017159,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-0,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405485.1731149365,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-0,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405487.04409844853,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-0,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405482.28018610703,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-0,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405482.27479276416,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-1,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405488.7830183393,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-1,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405488.7830183393,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-1,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405496.27096266794,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-1,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405497.2804237286,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-1,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405486.7301730525,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-1,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405486.6527686062,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-3,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405482.7831569548,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-3,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405482.7831569548,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-3,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405488.66856648086,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-3,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405490.63637486036,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-3,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405484.5224600159,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-3,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405484.50046334526,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-4,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_mathematical,-405467.1551318418,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-4,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_operational,-405467.1551318418,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-4,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,envelope_origin,-405477.6056147002,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-4,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,released_static,-405486.5833347819,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-4,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_precision,-405476.0118361421,Ca-supported,correct
p16027-pqq-la_model__conditioned_La__seed-1_sample-4,p16027-pqq-la_model,p16027-pqq-la_model__envelope_1de9a1c85821aa97,Ca,tenfold_strict,-405476.00694494107,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-1,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405476.9879795102,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-1,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405476.9879795102,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-1,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405487.5834277078,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-1,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405491.5174192283,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-1,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405478.92285347014,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-1,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405478.85547654494,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-2,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405484.14233209484,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-2,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405484.14233209484,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-2,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405489.12526634574,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-2,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405491.09101312695,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-2,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405486.2079020295,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-2,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405486.2077052363,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-3,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405486.0271636967,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-3,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405486.0271636967,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-3,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405501.9348912844,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-3,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405506.54173588817,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-3,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405488.23914013203,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-3,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405488.24241602264,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-4,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_mathematical,-405475.20172443456,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-4,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_operational,-405475.20172443456,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-4,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,envelope_origin,-405482.93612036476,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-4,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,released_static,-405494.7829083104,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-4,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_precision,-405477.3166938803,Ca-supported,correct
p38539-pqq-la_model__conditioned_La__seed-1_sample-4,p38539-pqq-la_model,p38539-pqq-la_model__envelope_3c659c8193acdad7,Ca,tenfold_strict,-405477.3099127023,Ca-supported,correct
q4w6g0-pqq-la_model__conditioned_La__seed-1_sample-0,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_mathematical,-405478.84451905603,Ca-supported,correct
q4w6g0-pqq-la_model__conditioned_La__seed-1_sample-0,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_operational,-405478.84451905603,Ca-supported,correct
q4w6g0-pqq-la_model__conditioned_La__seed-1_sample-0,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,envelope_origin,-405478.8380818557,Ca-supported,correct
q4w6g0-pqq-la_model__conditioned_La__seed-1_sample-0,q4w6g0-pqq-la_model,q4w6g0-pqq-la_model__envelope_6827bf3c955fda67,Ca,released_static,-405477.7786774069,Ca-supported,correct
