case_id,protein_id,selection_id,expected_class,method,R_model_kcal_mol,decision,outcome
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-0,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_precision,-405436.1791406948,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-0,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_strict,-405436.17902176105,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-1,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_mathematical,-405434.7146661482,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-1,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_operational,-405434.7146661482,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-1,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_origin,-405438.28180769534,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-1,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,released_static,-405433.0672372624,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-1,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_precision,-405429.5415357429,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-1,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_strict,-405429.5424612396,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-3,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_mathematical,-405447.09995744127,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-3,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_operational,-405447.09995744127,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-3,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_origin,-405449.5554116088,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-3,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,released_static,-405445.02775568987,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-3,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_precision,-405440.8450766269,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-3,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_strict,-405440.8465313872,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-4,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_mathematical,-405442.8169553422,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-4,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_operational,-405442.8169553422,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-4,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,envelope_origin,-405443.59339367296,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-4,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,released_static,-405440.06205581996,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-4,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_precision,-405437.7305880537,La-supported,correct
c5atj3-pqq-la_model__conditioned_La__seed-1_sample-4,c5atj3-pqq-la_model,c5atj3-pqq-la_model__envelope_531a4a67d5ba9360,La,tenfold_strict,-405437.757312537,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-0,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405449.3636766567,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-0,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405449.3636766567,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-0,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405451.8698602955,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-0,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405453.6711550984,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-0,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405452.23390774336,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-0,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405452.23629611597,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-2,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405444.86393897526,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-2,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405444.86393897526,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-2,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405447.47565564734,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-2,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405457.50423368585,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-2,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405445.1069581029,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-2,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405445.1072399564,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-3,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405458.6624656549,inconclusive,inconclusive
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-3,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405458.6624656549,inconclusive,inconclusive
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-3,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405458.2225789111,inconclusive,inconclusive
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-3,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405457.7122871559,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-3,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405457.8481208335,inconclusive,inconclusive
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-3,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405457.8483346661,inconclusive,inconclusive
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-4,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_mathematical,-405434.0981720418,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-4,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_operational,-405434.0981720418,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-4,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,envelope_origin,-405432.838965763,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-4,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,released_static,-405433.5802758414,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-4,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_precision,-405435.35766761814,La-supported,correct
c5axv8-pqq-la_model__conditioned_La__seed-1_sample-4,c5axv8-pqq-la_model,c5axv8-pqq-la_model__envelope_aa36ec84c4cbdc62,La,tenfold_strict,-405435.35827872076,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-1,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405446.39308917924,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-1,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405446.39308917924,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-1,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405448.75116197846,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-1,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405445.3993688091,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-1,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405443.649910662,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-1,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405443.66546352126,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-2,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405444.470112471,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-2,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405444.470112471,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-2,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405445.2637130717,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-2,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405441.18170415063,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-2,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405441.721932989,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-2,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405441.7237451724,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-3,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405445.83703273936,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-3,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405445.83703273936,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-3,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405451.0821134874,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-3,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405447.0917073845,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-3,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405441.87836706295,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-3,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405441.89438462566,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-4,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_mathematical,-405441.6926008881,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-4,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_operational,-405441.6926008881,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-4,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,envelope_origin,-405444.29171916295,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-4,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,released_static,-405440.74025554507,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-4,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_precision,-405438.6830528847,La-supported,correct
c5b120-pqq-la_model__conditioned_La__seed-1_sample-4,c5b120-pqq-la_model,c5b120-pqq-la_model__envelope_9a8c10eba2ec7e13,La,tenfold_strict,-405438.68320284935,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-0,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405445.30297997344,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-0,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405445.30297997344,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-0,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405444.387465473,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-0,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405446.11137778964,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-0,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405445.722533952,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-0,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405445.72227993363,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-1,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405446.2585096471,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-1,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405446.2585096471,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-1,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405445.08187114476,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-1,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405441.59978374036,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-1,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405441.7321152647,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-1,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405441.7285691534,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-2,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405444.2234268725,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-2,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405444.2234268725,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-2,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405442.72114566347,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-2,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405439.51172363845,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-2,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405443.6386130237,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-2,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405443.6383575457,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-4,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_mathematical,-405437.84687862924,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-4,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_operational,-405437.84687862924,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-4,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,envelope_origin,-405441.0766332857,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-4,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,released_static,-405438.5476186973,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-4,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_precision,-405434.9003406433,La-supported,correct
i0jwn7-pqq-la_model__conditioned_La__seed-1_sample-4,i0jwn7-pqq-la_model,i0jwn7-pqq-la_model__envelope_8a96291197228b6f,La,tenfold_strict,-405434.9014840296,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_mathematical,-405448.5472063579,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_operational,-405448.5472063579,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_origin,-405452.53524148435,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,released_static,-405449.3841439595,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_precision,-405444.92192211427,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_strict,-405444.91498551855,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_mathematical,-405431.69369607343,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_operational,-405431.69369607343,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_origin,-405438.11672157375,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,released_static,-405434.2603560621,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_precision,-405427.55189560796,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_strict,-405427.5180245146,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_mathematical,-405441.59724507615,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_operational,-405441.59724507615,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,envelope_origin,-405443.08423018205,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,released_static,-405439.8522292391,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_precision,-405439.4369028724,La-supported,correct
mmol_1770-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_1770-pqq-la_model,mmol_1770-pqq-la_model__envelope_5063ec4e8b07a456,La,tenfold_strict,-405439.4364846185,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405452.9132402849,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405452.9132402849,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405452.3533793957,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405449.13780646055,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405449.9792696303,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-0,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405449.977572561,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405437.7256154468,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405437.7256154468,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405442.29623527074,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405449.49736814806,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405434.7710092808,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-1,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405434.77084686066,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405439.24878606916,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405439.24878606916,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405442.7120179116,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405438.33706382365,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405435.9366359115,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-2,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405435.93704209157,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-3,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_mathematical,-405431.14048937155,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-3,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_operational,-405431.14048937155,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-3,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,envelope_origin,-405433.76260067686,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-3,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,released_static,-405430.5480514563,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-3,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_precision,-405428.03527258383,La-supported,correct
mmol_2048-pqq-la_model__conditioned_La__seed-1_sample-3,mmol_2048-pqq-la_model,mmol_2048-pqq-la_model__envelope_b2b70954adaf23d6,La,tenfold_strict,-405428.0350335793,La-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-0,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_mathematical,-405485.9595024826,Ca-supported,correct
o24759-pqq-la_model__conditioned_La__seed-1_sample-0,o24759-pqq-la_model,o24759-pqq-la_model__envelope_e4efa4342e5fcf03,Ca,envelope_operational,-405485.9595024826,Ca-supported,correct
